-9.000000000000000000e+00,3.000000000000000000e+00,4.275000000000000000e+03,1.200000000000000000e+01
7.200000000000000000e+01,1.080000000000000000e+04,9.300000000000000000e+03,1.000000000000000000e+00
7.200000000000000000e+01,1.079000000000000000e+04,9.300000000000000000e+03,0.000000000000000000e+00
7.200000000000000000e+01,2.111000000000000000e+03,9.300000000000000000e+03,0.000000000000000000e+00
7.200000000000000000e+01,2.100000000000000000e+03,9.300000000000000000e+03,0.000000000000000000e+00
7.980000000000000000e+03,5.838000000000000000e+03,6.000000000000000000e+01,0.000000000000000000e+00
7.980000000000000000e+03,5.529000000000000000e+03,7.200000000000000000e+01,0.000000000000000000e+00
8.004000000000000000e+03,5.849000000000000000e+03,9.600000000000000000e+01,0.000000000000000000e+00
8.004000000000000000e+03,5.540000000000000000e+03,1.080000000000000000e+02,0.000000000000000000e+00
8.052000000000000000e+03,5.859000000000000000e+03,9.600000000000000000e+01,0.000000000000000000e+00
8.064000000000000000e+03,5.551000000000000000e+03,1.320000000000000000e+02,0.000000000000000000e+00
8.124000000000000000e+03,5.849000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.136000000000000000e+03,5.561000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.148000000000000000e+03,5.838000000000000000e+03,1.680000000000000000e+02,0.000000000000000000e+00
8.172000000000000000e+03,5.540000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.196000000000000000e+03,5.529000000000000000e+03,2.160000000000000000e+02,0.000000000000000000e+00
8.292000000000000000e+03,5.849000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.304000000000000000e+03,5.859000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.316000000000000000e+03,5.870000000000000000e+03,6.000000000000000000e+01,0.000000000000000000e+00
8.340000000000000000e+03,5.881000000000000000e+03,1.080000000000000000e+02,0.000000000000000000e+00
8.388000000000000000e+03,5.540000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.412000000000000000e+03,5.551000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.424000000000000000e+03,5.870000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.424000000000000000e+03,5.561000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.436000000000000000e+03,5.572000000000000000e+03,1.680000000000000000e+02,0.000000000000000000e+00
8.448000000000000000e+03,5.859000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.472000000000000000e+03,5.849000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.472000000000000000e+03,5.583000000000000000e+03,9.600000000000000000e+01,0.000000000000000000e+00
8.496000000000000000e+03,5.838000000000000000e+03,1.560000000000000000e+02,0.000000000000000000e+00
8.508000000000000000e+03,5.828000000000000000e+03,6.000000000000000000e+01,0.000000000000000000e+00
8.580000000000000000e+03,5.561000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.604000000000000000e+03,5.828000000000000000e+03,2.400000000000000000e+01,0.000000000000000000e+00
8.604000000000000000e+03,5.551000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.628000000000000000e+03,5.849000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.628000000000000000e+03,5.540000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.652000000000000000e+03,5.859000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.652000000000000000e+03,5.529000000000000000e+03,2.040000000000000000e+02,0.000000000000000000e+00
8.676000000000000000e+03,5.870000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.676000000000000000e+03,5.519000000000000000e+03,7.200000000000000000e+01,0.000000000000000000e+00
8.688000000000000000e+03,5.881000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.700000000000000000e+03,5.891000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.724000000000000000e+03,5.902000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.736000000000000000e+03,5.913000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.748000000000000000e+03,5.923000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.760000000000000000e+03,5.934000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.784000000000000000e+03,6.775000000000000000e+03,8.400000000000000000e+01,0.000000000000000000e+00
8.784000000000000000e+03,6.765000000000000000e+03,2.400000000000000000e+01,0.000000000000000000e+00
8.784000000000000000e+03,6.466000000000000000e+03,9.600000000000000000e+01,0.000000000000000000e+00
8.784000000000000000e+03,6.456000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.784000000000000000e+03,5.945000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.796000000000000000e+03,5.955000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.796000000000000000e+03,5.519000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.820000000000000000e+03,5.966000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.832000000000000000e+03,6.786000000000000000e+03,1.320000000000000000e+02,0.000000000000000000e+00
8.832000000000000000e+03,6.477000000000000000e+03,1.800000000000000000e+02,0.000000000000000000e+00
8.832000000000000000e+03,5.540000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.844000000000000000e+03,5.977000000000000000e+03,2.400000000000000000e+01,0.000000000000000000e+00
8.856000000000000000e+03,5.998000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.856000000000000000e+03,5.987000000000000000e+03,2.400000000000000000e+01,0.000000000000000000e+00
8.856000000000000000e+03,5.551000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.868000000000000000e+03,6.009000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.880000000000000000e+03,6.797000000000000000e+03,6.000000000000000000e+01,0.000000000000000000e+00
8.880000000000000000e+03,6.019000000000000000e+03,1.680000000000000000e+02,0.000000000000000000e+00
8.880000000000000000e+03,5.561000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.904000000000000000e+03,6.488000000000000000e+03,8.400000000000000000e+01,0.000000000000000000e+00
8.904000000000000000e+03,5.572000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.916000000000000000e+03,6.030000000000000000e+03,6.000000000000000000e+01,0.000000000000000000e+00
8.916000000000000000e+03,5.583000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.928000000000000000e+03,6.775000000000000000e+03,1.920000000000000000e+02,0.000000000000000000e+00
8.940000000000000000e+03,5.593000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.952000000000000000e+03,5.604000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
8.964000000000000000e+03,6.765000000000000000e+03,1.320000000000000000e+02,0.000000000000000000e+00
8.976000000000000000e+03,5.615000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
8.988000000000000000e+03,6.466000000000000000e+03,2.280000000000000000e+02,0.000000000000000000e+00
8.988000000000000000e+03,5.625000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
9.000000000000000000e+03,6.009000000000000000e+03,1.560000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+03,5.636000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
9.012000000000000000e+03,6.456000000000000000e+03,1.800000000000000000e+02,0.000000000000000000e+00
9.024000000000000000e+03,5.647000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
9.048000000000000000e+03,5.657000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
9.072000000000000000e+03,5.668000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
9.084000000000000000e+03,5.998000000000000000e+03,1.440000000000000000e+02,0.000000000000000000e+00
9.096000000000000000e+03,6.786000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
9.096000000000000000e+03,5.678000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
9.108000000000000000e+03,6.797000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
9.108000000000000000e+03,5.689000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
9.120000000000000000e+03,5.700000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
9.132000000000000000e+03,6.807000000000000000e+03,1.320000000000000000e+02,0.000000000000000000e+00
9.132000000000000000e+03,5.710000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
9.144000000000000000e+03,5.721000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
9.156000000000000000e+03,6.818000000000000000e+03,8.400000000000000000e+01,0.000000000000000000e+00
9.156000000000000000e+03,5.732000000000000000e+03,6.000000000000000000e+01,0.000000000000000000e+00
9.180000000000000000e+03,5.742000000000000000e+03,1.440000000000000000e+02,0.000000000000000000e+00
9.192000000000000000e+03,6.477000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
9.192000000000000000e+03,5.987000000000000000e+03,6.000000000000000000e+01,0.000000000000000000e+00
9.216000000000000000e+03,6.488000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
9.228000000000000000e+03,6.498000000000000000e+03,6.000000000000000000e+01,0.000000000000000000e+00
9.228000000000000000e+03,5.977000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
9.240000000000000000e+03,6.797000000000000000e+03,4.800000000000000000e+01,0.000000000000000000e+00
9.240000000000000000e+03,5.966000000000000000e+03,3.600000000000000000e+01,0.000000000000000000e+00
